Nr.;Anrede;Titel;Vorname;Nachname;Geburtsdatum;Straße;Hausnummer;Postleitzahl;Stadt;Telefon;Mobil;Telefax;EMail;Newsletter;Eintragsdatum
185;Herr;;Burckhard;Fernandes;;Benediktstraße;63;54539;Ürzig;06532/16080048;0171/1776558;;b_fernandes@kitty.none;;11.05.1969
186;Herr;Dr.;Gerhart;Harke;;Siegelhof;118;17498;Weitenhagen;03834/1749406;0151/1617407;03834/21060494;;;26.09.2013
187;Herr;;Ursus;Kumar;;Dellenweg;77;56459;Härtlingen;02663/69139937;0171/6231879;;ursus-kumar@web.none;;24.10.1957
188;Herr;;Gundhard;Zeilinger;;Hagenstiege;64;70374;Stuttgart;0711/94349701;0154/7249323;;gundhard_zeilinger@live-mail.none;nein;28.04.2016
189;Frau;;Lilli;Brünig;;Wendelsgasse;103;24850;Schuby;04621/57437665;;;lbruenig@ultramail.none;ja;18.09.2024
190;k.A.;;Meinfriede;Ruppelt;30.03.2019;Plaidter Weg;52;44532;Lünen;02306/54835237;0154/1255619;;meinfriede.ruppelt@ultramail.none;;20.08.2024
191;Frau;;Valeska;Flieger;;Theodorstraße;108;34621;Frielendorf;05684/22589922;0156/5244277;;;ja;06.05.2021
192;k.A.;;Haimo;Gasch;;Im Königsfeld;87;25788;Delve;04803/596614;0168/3379875;04803/42213281;haimo-gasch@anymail.none;;15.06.1997
193;Frau;Dr.;Sabinchen;Horvath;;Obergasse;66;55576;Welgesheim;;0163/7841839;;sabinchen.horvath@net-mail.none;ja;28.03.2015
194;k.A.;;Silvia;Worch;;Ravensburger Straße;76;65239;Hochheim am Main;;0155/4409045;06146/78445891;silviaworch@domain.none;nein;11.09.2023
195;Herr;;Björn;Baldus;;Sieg-Lahn-Straße;183;17139;Remplin;03994/75832660;;;b_baldus@goggle-mail.none;;23.04.2022
196;Herr;;Rothmund;Yildiz;;Grubenstraße;15;70563;Stuttgart;;0167/5285321;;r1994@spam-mail.none;;13.10.2007
197;Frau;;Christine;Menger;31.03.1948;Hetzert;160;63607;Wächtersbach;06053/16097108;0152/6759746;;christine-menger@inter-mail.none;ja;07.02.2000
198;Frau;;Wilma;Heinzelmann;;Alte Schule;16;23560;Lübeck;0451/52321292;0174/7660555;;w.heinzelmann@net-mail.none;nein;01.12.1996
199;Frau;;Gundela;Hefner;25.07.2011;Werkstraße;165;67822;Niedermoschel;;0175/2975690;06362/30343809;gundela-hefner@quickmail.none;;12.07.2016
200;Frau;;Bernadette;Brutscher;;Montargisstraße;13;54518;Esch;06571/14497224;;;bernadette-brutscher@validmail.none;;10.11.2014
201;Herr;;Ali;Hogan;02.07.1984;Bilmer Straße;3;39638;Wiepke;03907/43147670;0159/6967184;;a_hogan@kitty.none;;02.05.1987
202;k.A.;;Melina;Messerschmidt;;Breitenbachstraße;20a;77716;Fischerbach;07832/85767483;0177/2081115;;m_messerschmidt@xyz.none;nein;20.08.1987
203;k.A.;;Melinda;Fangmann;19.11.1954;Sperberweg;117;74259;Widdern;;0154/9124691;;melinda_fangmann@open-mail.none;ja;12.07.2005
204;Frau;;Wiltrudis;Hetzer;;In der Betz;49;23730;Neustadt;04561/95985313;0167/3023853;;whetzer@trashmail.none;;28.06.2025
205;Frau;;Cordelia;Himmelmann;;Tannenweg;184;27432;Hipstedt;;;;cordelia-himmelmann@funmail.none;;14.06.1979
206;Herr;;Julian;Hartig;;Im Gebück;1;78465;Konstanz;;0166/1640346;07531/98021256;julian-1909@company.none;;16.12.2022
207;Herr;;Ottfried;Wiegmann;;Karlstraße;89 b;54340;Naurath;06502/21337396;0158/4569542;;o-wiegmann@hoster.none;ja;03.12.2024
208;k.A.;;Gerald;Bier;;Schneidmühle;28;25792;Strübbel;04823/5815768;;;g.bier@justmail.none;;04.09.1910
209;Herr;;Helmuth;Loch;28.01.1997;Sängerstraße;16;79206;Breisach am Rhein;;0177/1255521;;helmuthloch@live-mail.none;ja;28.10.1997
210;Frau;;Evi;Thamm;06.10.1917;Eupener Straße;103;59590;Geseke;02942/29521744;0150/1247866;;evi17@goggle-mail.none;;23.07.1968
211;Herr;;Kunibert;Diederich;;Jübergstraße;14 c;56858;Grenderich;06542/56112371;0154/5731765;;kunibert_diederich@trashmail.none;;20.12.1959
212;Frau;;Rebecca;Schöps;05.04.1995;Zum Thiesenhof;47;73574;Iggingen;;;;rebecca-schoeps@goggle-mail.none;;25.05.2019
213;Herr;;Hannes;Strey;;Sylvesterstraße;26;16775;Gransee;03306/37555952;0173/2563564;;;;28.05.1975
214;Frau;;Miriam;Lühr;;St.-Martin-Straße;55;49626;Bippen;05435/93759045;;;miriam_87@inter-mail.none;;04.01.1992
215;Herr;;Neidhard;Kammermeier;;Hörnhang;77;47119;Duisburg;0203/51131756;0176/6073252;;;;21.03.1997
216;Frau;;Matilda;Gilles;;Deutzer Straße;19;90459;Nürnberg;0911/52468212;0154/4340627;;matilda2004@open-mail.none;ja;22.06.2022
217;Frau;Dr.;Evelyn;Grebe;;Kattenstraße;20;89568;Hermaringen;;0161/4697063;;evelyngrebe@kitty.none;ja;19.06.1978
218;Herr;;Ulvi;Kuehl;04.04.1951;Im alten Felde;82;61279;Grävenwiesbach;06086/43898482;;;;;02.02.2003
219;Herr;;Walther;Schmuck;;Heinering;50;40472;Düsseldorf;0211/79379345;0176/3048062;;waltherschmuck@hoster.none;;21.10.2018
220;Frau;;Korinna;Rossa;;Wiedstraße;59;23847;Groß Boden;04536/21581159;;;korinna.rossa@email.none;;19.03.2020
221;Frau;;Ellengard;Heiner;;Im Zillgen;170;56410;Montabaur;02602/61913941;0175/2036262;;;;09.05.2009
222;Herr;Dr.;Gustav;Felde;;Wohnpark;187;32584;Löhne;05732/97080438;;;gustavfelde@company.none;;16.01.2003
223;Frau;;Juliane;Balzer;12.12.1983;Obere Gartenstraße;25 b;56812;Dohr;02671/88416667;0167/9381404;;;ja;18.12.1991
224;Frau;;Waldtraut;Nerlich;;Auf dem Damm;180;97654;Bastheim;;;;;nein;01.08.2003
225;Herr;;Arne;Deppe;;Weller Straße;161;79395;Neuenburg am Rhein;;0150/5486271;;arne_deppe@hoster.none;ja;26.01.1973
226;Herr;;Egbert;Hüsch;01.04.2002;Brombeerweg;108;53520;Wershofen;02694/58437292;0166/6525837;;egbert-huesch@goggle-mail.none;;02.11.2025
227;Herr;;Timmo;Leng;09.12.1940;Hühnerkamp;64;50670;Köln;0221/17161285;0177/7782724;;timmo-leng@trashmail.none;;29.11.1951
228;Frau;;Svea;Detering;;Nymweger Straße;139;54675;Lahr;06564/19549483;0167/1887826;;;;03.02.2019
229;Frau;;Altraud;Sindermann;04.12.1977;Rödgener Straße;104;57629;Malberg;02747/91257657;;;a-sindermann@open-mail.none;ja;15.02.1999
230;Herr;;Boto;Arge;;In der Hähne;17;37635;Lüererdissen am Ith;05534/71935396;;;botoarge@open-mail.none;;20.02.1988
231;k.A.;;Sigbert;Blase;10.09.1945;Meiswinkeler Straße;37;35460;Staufenberg;06406/62199207;0151/2761320;;sigbert_1945@funmail.none;;24.06.1986
232;Frau;;Reintraut;Oesterle;23.02.1958;Landhausstraße;63;61209;Echzell;06008/655108;0166/7331440;;;ja;16.11.1989
233;Frau;;Anfriede;Kienzle;16.10.1915;Bad-Emser Straße;175;56271;Roßbach;;0152/8705519;;anfriede_1915@spam-mail.none;;26.12.1959
234;Herr;;Margolf;Scholtz;;Dahlbergweg;65;63599;Biebergemünd;06050/65583975;0153/7615321;;margolf.scholtz@live-mail.none;;23.12.2011
235;Frau;;Juditha;Litz;;Masbeck;200;29584;Himbergen;05828/21472364;;;;nein;04.10.2025
236;Herr;;Volrad;Plümer;;Gustav-Hertz-Straße;185;67294;Bischheim;06352/35403440;0173/8608533;;volrad.pluemer@goggle-mail.none;ja;26.01.2024
237;Frau;;Rosina;Lemmen;30.03.2025;Pfuhlwiese;183;56237;Deesen;02623/96977745;;;rlemmen@domain.none;ja;03.06.2025
238;k.A.;;Korbinian;Knecht;;Bongardstraße;68;91096;Möhrendorf;09131/77471258;0157/8537718;;korbinianknecht@anymail.none;;23.02.1994
239;k.A.;;Walfried;Ruppenthal;;Buchenstraße;57;55608;Becherbach;06757/73709915;0152/5663327;;walfried_ruppenthal@mymail.none;;20.04.2013
240;Herr;;Karlfriedrich;Tober;;Karweg;68;54570;Niederstadtfeld;;0151/9464430;;;;20.12.1997
241;Herr;;Horst;Keilholz;;Schumacherstraße;4;54689;Olmscheid;06550/65762582;0174/8900736;;;;29.06.2025
242;Herr;;Falkhard;Lotz;;Am Hellepädchen;150;29693;Hodenhagen;05164/62108805;;;f.lotz@email.none;;20.05.2013
243;Herr;;Friedmar;Baatz;27.09.2001;Im Kantelacker;172;65623;Hahnstätten;06430/95533748;0176/4907952;;friedmarbaatz@bestmail.none;;13.06.2013
244;Frau;;Susan;Stockinger;;Niederwambacher Straße;45;55768;Hoppstädten-Weiersbach;06782/96398938;;06782/82304041;s.stockinger@company.none;;25.02.2025
245;Herr;;Gerlach;Klötzer;;Droste-Hülshoff-Weg;7;74861;Neudenau;06264/36655494;0172/6319098;06264/2008239;g_kloetzer@email.none;ja;17.04.1977
246;Frau;;Sylvia;Fernandez;09.01.2008;Iltisstraße;188a;23847;Westerau;04539/34944022;0155/2146142;;sylvia-fernandez@retromail.none;ja;23.08.2019
247;Frau;;Christliebe;Kestel;;Kleinenbroicher Straße;72;94327;Bogen;09422/70870504;0160/9727685;;christliebe_kestel@hoster.none;;13.04.1970
248;Herr;;Manhardt;Kaden;;Fährstraße;72;55543;Bad Kreuznach;0671/54808092;0166/5492188;;;ja;13.05.2012
249;Herr;;Reginhardt;Niggl;;Guntherstraße;13;65589;Hadamar;06433/62117530;0160/4324254;;reginhardt.niggl@mymail.none;;27.02.2010
250;Herr;;Lennox;Ehrenberg;;Reiherweg;94;67822;Oberhausen an der Appel;;0168/6462025;;l.1928@company.none;;06.03.2007
251;Herr;;Manfred;Steinke;;Ellbachstraße;89;48161;Münster;0251/98594533;0177/8768977;;manfred1908@domain.none;nein;04.04.1922
252;Frau;;Telse;Renk;;Gamlener Straße;105;36396;Steinau an der Straße;;;;;ja;23.11.2021
253;k.A.;;Elfrun;Rodriquez;;Gertrudstraße;157;54614;Nimsreuland;06551/55524100;0179/9117555;;elfrun_rodriquez@email.none;nein;09.08.1988
254;Frau;;Mona;Walk;;Elsässer Straße;127;74417;Gschwend;07972/9820215;0172/3593417;;mona-96@mymail.none;;24.04.2018
255;Herr;;Gerold;Siebrecht;;Sebastianstraße;102;51379;Leverkusen;;0150/9611309;0214/42484687;;;02.07.2020
256;Herr;;Cordt;Korb;14.06.1980;Sonnenring;126;65468;Trebur;06147/87689330;;;c-korb@goggle-mail.none;ja;10.01.1984
257;Herr;;Wernfried;Runkel;;Breiter Weg;54;57612;Helmeroth;02681/65018938;0175/2287815;;;;06.04.2019
258;Herr;;Emeram;Karrasch;06.11.1924;Niederstraße;78;56767;Mosbruch;02692/31963072;0161/2668216;;e-1924@domain.none;;12.12.1993
259;Herr;;Caspar;Schneeweiß;;Südwall;148;24241;Schmalstede;;0167/4302166;;caspar.schneeweiss@anymail.none;ja;24.10.1975
260;Frau;;Louise;Laun;;Ansbacher Straße;179;53572;Unkel;;0174/6114778;02224/68590987;l-17@validmail.none;;30.06.2001
261;Herr;;Max;Uhlemann;;Lindengasse;10;49751;Hüven;05952/82767148;0159/9463063;;;ja;28.12.1970
262;Frau;;Erla;Oestreicher;;Danklstraße;146;54675;Hüttingen;06564/76593199;0163/5439477;;erla-1984@kitty.none;;06.07.2016
263;Frau;;Tilli;Bischof;;Mendelssohnweg;3;56459;Ailertchen;02663/59604808;0179/4079389;;tilli-bischof@net-mail.none;;21.04.2013
264;Herr;;Edmund;Elfers;;Anemonenweg;91;25377;Kollmar;04128/52889200;;;;;01.12.2024
265;Herr;;Goswin;Conrad;;Dr. Bellinghausen-Straße;5;25980;Rantum;04651/78886986;;04651/73549026;goswin.1957@company.none;;31.03.2010
266;Herr;;Gotthard;Kunde;;Karl-Wagenfeld-Straße;119;63762;Großostheim;06026/88326505;;;gotthard-kunde@web.none;ja;04.11.2021
267;k.A.;;Klaudius;Schlitt;;Wasserburgstraße;25;84097;Herrngiersdorf;;0150/1400028;;;;31.05.1981
268;Herr;;Wulf;Tannert;01.02.2013;Waltrup;29;54456;Onsdorf;06584/1364216;0161/2124752;;wulf-tannert@domain.none;;23.05.2023
269;Frau;;Svenja;Feil;;Domänenweg;31;95365;Rugendorf;;0151/3474819;;sfeil@anymail.none;;24.12.2019
270;Frau;;Eli;Zacherl;25.11.1998;In der Hube;139;25554;Moorhusen;04821/99257050;0168/4551898;;eli.zacherl@spam-mail.none;;14.06.2002
271;Frau;;Isabell;Redecker;18.08.1969;Mendiger Straße;182;85129;Oberdolling;08404/77034267;0168/2041457;;isabell.redecker@domain.none;ja;25.12.2000
272;Frau;;Patrizia;Amrhein;;Bühler Straße;56;08371;Glauchau;03763/86771051;0159/8809927;;patrizia.amrhein@company.none;ja;06.08.1955
273;Frau;;Mariegret;Ganzer;;Böddinghauser Weg;121;78667;Villingendorf;;0178/7963935;;mariegret-ganzer@open-mail.none;;13.05.1929
274;Frau;;Cilly;Gerland;06.04.2015;Beerlager Straße;4;54646;Wettlingen;06561/53472748;0158/8663130;;c.2015@quickmail.none;ja;14.04.2022
275;Frau;;Ilka;Reindl;;Holbeinstraße;40;23845;Seth;04535/41424229;0151/7310844;;i-reindl@retromail.none;;03.02.2025
276;Herr;;Rigbert;Mäder;;Denkmalstraße;9;67744;Löllbach;06753/81006488;0160/4649116;;r-maeder@xyz.none;;11.10.2004
277;Frau;;Kathrina;Brönner;03.06.2007;Richard-Strauss-Weg;66;70182;Stuttgart;0711/55505642;0153/6331397;;kathrina_broenner@domain.none;;02.06.2025
278;Herr;;Dankhard;Hoth;;Adolfstraße;49;72417;Jungingen;07477/27327775;0159/9693583;;dankhard.hoth@ultramail.none;;16.09.1909
279;Herr;;Sigenot;Hönicke;03.07.2022;Helfensteinstraße;68;68789;Sankt Leon-Rot;06227/47367183;0177/5323198;;s_hoenicke@retromail.none;;23.02.2026
280;Frau;;Nicola;Brunnert;;Kreuzkapelle;27;42657;Solingen;0212/75881503;0162/8636927;;;ja;26.11.2019
281;Frau;;Veronica;Ramirez;05.06.2004;Hemdener Weg;193;54538;Kinderbeuern;06541/36780383;0153/8609977;;veronica-04@xyz.none;;07.12.2025
282;Frau;;Grit;Mehring;12.09.1990;Hirschweg;120;69493;Hirschberg an der Bergstraße;06201/10563461;0152/5608878;;grit.mehring@web.none;;08.09.2005
283;Frau;;Reintraud;Wuttke;;Worringer Straße;193;84178;Kröning;;0179/5545625;;r_wuttke@xyz.none;;18.08.1954
284;k.A.;;Laurentius;Höß;08.03.1912;Bautzener Straße;164;56288;Hasselbach;06762/91566561;0162/6874407;;l.1912@web.none;;09.07.1959
285;Herr;;Tino;Reichhardt;26.06.1950;Wirfuser Straße;199;73560;Böbingen an der Rems;07173/10639570;0176/3660563;;tino50@justmail.none;;25.04.1981
286;Frau;;Ermenhild;Plett;;Aarstraße;114;56767;Mosbruch;02692/55122768;0153/8155710;;e-plett@xyz.none;ja;24.08.1986
287;Frau;;Dorkas;Hofheinz;;Neuhäuser Weg;26;63808;Haibach;06021/22405103;0150/5319625;;dorkas.hofheinz@anymail.none;;15.08.1995
288;Herr;;Janik;Schräder;;Rotthauser Straße;173;83550;Emmering;08039/36397857;;;janik_schraeder@domain.none;;17.06.2000
289;Herr;;Renold;Hüsken;;Burbacher Straße;7;27251;Scholen;04277/72963651;0167/6807862;;r.huesken@domain.none;;19.10.2002
290;Frau;;Annehilde;Wolski;;Niederelben;151;24214;Lindau;;0160/9446522;;annehilde-wolski@spam-mail.none;;18.12.1987
291;Herr;Dr.;Toralf;Weißgerber;;Adalbertstraße;45;47805;Krefeld;02151/16541554;0168/6071250;;toralf_weissgerber@quickmail.none;;11.02.1939
292;Frau;Dr.;Edeltrudis;Graumann;;Hangweg;53;19069;Pingelshagen;03867/64460442;0178/5618025;;egraumann@hoster.none;;05.03.2007
293;k.A.;;Theres;Wende;;Zu den Eichen;141;55606;Horbach;06752/55743343;;;theres-1902@validmail.none;nein;02.01.1995
294;k.A.;;Raimund;Kemper;;Rosenkamp;162;66871;Theisbergstegen;06381/72777934;0154/1550858;;rkemper@validmail.none;nein;19.06.2020
295;Herr;;Siegfried;Emde;;Lübecker Weg;178;57642;Alpenrod;02662/34115685;0158/2580483;;s2007@net-mail.none;;12.01.2022
296;Herr;Prof.;Wilderich;Schwöbel;;Ripenhorst;101 a;86415;Mering;08233/59969997;0166/7068878;;wilderich_68@inter-mail.none;;15.04.2019
297;Herr;;Freimuth;Faller;;Stedinger Straße;49;75417;Mühlacker;07041/15670332;0160/6658456;;f_faller@live-mail.none;;23.10.1994
298;Herr;;Felix;Mehrens;;Feußweg;22;31737;Rinteln;05751/16422435;0161/6833160;;f.mehrens@email.none;ja;11.01.2017
299;k.A.;;Irmin;Menke;;Gäulenwaldstraße;108;54426;Breit;06504/3525058;0157/3093409;06504/20530582;irminmenke@justmail.none;;12.08.2025
300;Frau;;Reinfriede;Carmen;;Hartmannstraße;188;94104;Witzmannsberg;08504/24948931;0179/7941845;;reinfriede.carmen@ultramail.none;;18.09.2021
301;Frau;;Edelfriede;Jobst;;Brunhildenstraße;70;26817;Rhauderfehn;04952/20012713;0157/6400749;04952/17695580;edelfriede_jobst@email.none;ja;10.03.1938
302;Frau;;Romana;Jantz;;Johann-Sebastian-Bach-Straße;11;67468;Neidenfels;06325/82978337;0159/7049259;;romana-jantz@spam-mail.none;nein;18.12.1987
303;k.A.;;Annegreth;Braun;;Fahlenberg;60;67808;Schönborn;06361/86514745;0164/3358710;06361/22089925;annegreth.braun@validmail.none;ja;09.05.1980
304;Herr;;Hanns;Rehwald;16.08.1970;Havichhorster Mühle;35;09577;Niederwiesa;03726/30741732;0174/6327232;;hanns.rehwald@validmail.none;;28.11.2000
305;Frau;;Christina;Shala;;Waldemarstraße;198;73431;Aalen;07361/35595200;0164/9166660;;christina.shala@open-mail.none;;22.10.1983
306;k.A.;;Annelies;Unterberg;05.01.1937;Eckenerstraße;148;63868;Großwallstadt;06022/30739922;0173/8060056;;anneliesunterberg@hoster.none;;18.12.2012
307;k.A.;;Falko;Hoang;;Am Eicherbusch;96;41068;Mönchengladbach;02161/30139681;;;falko.17@spam-mail.none;;31.03.1960
308;Frau;;Hiltrud;Mertens;22.03.1942;Im Hinterfeld;44;54346;Mehring;06502/57609074;0168/2621329;;hiltrud1942@domain.none;ja;27.02.2004
309;Frau;;Bettina;Potthoff;;Hellenstraße;174;54441;Temmels;06501/45836165;0171/2700260;;b.68@funmail.none;;05.06.2003
310;Frau;;Stella;Brockmeyer;;Friedrich-Gottlob-Keller-Siedlung;37;76229;Karlsruhe;0721/32651871;0158/2833550;0721/95148266;stella_brockmeyer@web.none;;31.07.2018
311;Herr;Dr.;Heinzjörg;Sick;;Kettiger Straße;144;78345;Moos;07732/38107528;0176/3990090;;heinzjoerg1955@trashmail.none;ja;29.09.1968
312;Herr;;Jörn;McKinney;;Karlsgraben;83;66919;Hermersberg;;;;joern-mckinney@ultramail.none;ja;28.01.2026
313;k.A.;;Margunde;Boyd;;Vor der Hardt;6;56581;Ehlscheid;;;;m1903@mymail.none;;06.04.1997
314;Herr;;Xaver;Latz;18.10.1985;Fällstraße;136;64668;Lauten-Weschnitz;06253/88146038;0160/9254338;;xaver.latz@email.none;ja;17.10.2017
315;Herr;;Sam;Habenicht;;Brückenstraße;83;67590;Monsheim;06243/76867147;0157/6664244;;;;07.09.2021
316;Herr;;Ehrenreich;Tilgner;17.09.1928;Friedrich-Gottlob-Keller-Siedlung;170;13581;Spandau;030/17483350;0158/9998537;;;;08.08.1939
317;k.A.;;Gerlach;Ebinger;29.04.1908;Schorlemerstraße;145;78333;Stockach;;;;gerlach.ebinger@goggle-mail.none;ja;14.07.1916
318;Herr;;Vinzenz;Landsberg;;Burgfrieden;83;88422;Dürnau;07582/19652490;0162/3857835;;vinzenz_landsberg@inter-mail.none;;25.04.2023
319;Herr;;Ernstfried;Weiße;;Neckarstraße;117;21406;Barnstedt;04134/54208011;0155/8720411;;eweisse@quickmail.none;;15.11.2023
320;Herr;;Laurens;Kraatz;;Bahnhofsplatz;22;66999;Hinterweidenthal;06396/92233655;;;lkraatz@net-mail.none;nein;13.06.2024
321;Herr;;Gerold;Speer;14.04.1904;Gropiusstraße;86;48465;Engden;05926/35053238;;05926/7924437;g-speer@net-mail.none;nein;22.10.1908
322;Frau;;Mia;Geller;;Klingenhagener Straße;48;56862;Pünderich;06542/86111187;0155/1945002;;mia.geller@retromail.none;;10.05.2017
323;k.A.;;Blasius;Kann;;Oberer Rainweg;181;67591;Hohen-Sülzen;06243/12945527;;;blasiuskann@domain.none;ja;14.10.2023
324;Frau;;Sylvia;Steudel;07.11.1946;Anne-Frank-Straße;174;78570;Mühlheim an der Donau;;;07463/88980733;sylvia-1946@funmail.none;;06.06.2015
325;Frau;;Ortraud;Strecker;;Sylvesterstraße;15;45525;Hattingen an der Ruhr;02324/55331069;0174/1929663;;o.1906@xyz.none;ja;08.12.1982
326;Herr;;Timm;Rohloff;;Wilhelmsallee;90;91790;Raitenbuch;09147/24916144;0158/5813465;;trohloff@inter-mail.none;ja;27.04.1953
327;Frau;;Adelina;Ostermeier;;Am Mühlberg;38;54558;Mückeln;06592/19883944;0154/9222511;;a.ostermeier@inter-mail.none;;16.02.2026
328;Frau;;Ruthild;Schier;;Heven;181;76831;Birkweiler;;0160/5032358;;ruthildschier@company.none;ja;09.02.1957
329;Frau;;Mareile;Pioch;08.10.1970;Oesterberg;194;55566;Bad Sobernheim;06751/86450451;;;m1970@bestmail.none;;02.04.2013
330;Herr;;Arnolf;Peisker;;Danzigstraße;186;92342;Freystadt;09179/46609995;;;;;25.12.2024
331;Herr;;Ignatz;Rust;;Adolfstraße;8;40591;Düsseldorf;0211/64101998;0179/2835322;;ignatz.1990@private.none;ja;19.07.2022
332;Herr;;Giselbert;Lenke;09.09.1963;Burscheider Straße;130;79677;Fröhnd;;0150/6504808;;giselbert-lenke@ultramail.none;ja;07.04.1973
333;Frau;;Liane;Lubitz;11.01.1936;Auf der Donau;5;23619;Mönkhagen;04533/32393073;0169/2869878;;llubitz@web.none;;02.04.2016
334;Herr;;Helfrid;Goretzki;;Werningslebener Straße;193;76461;Muggensturm;07222/90803100;0150/6735316;;helfrid.goretzki@ultramail.none;;30.08.1971
335;k.A.;;Constance;Hannappel;;Am Backhaus;89;67489;Kirrweiler;06321/84259986;0161/3836149;;c-hannappel@retromail.none;;24.05.2019
336;Frau;;Jolanda;Spanier;06.04.1964;Agnes-Bernauer-Straße;184;25791;Linden;04836/20791812;0160/7830028;;j-spanier@private.none;;18.03.1993
337;Herr;;Gabriel;Bodenstein;;Lippborger Straße;17;93333;Neustadt an der Donau;09445/50148146;0154/5534985;;gabriel.2002@domain.none;ja;12.10.2008
338;Herr;;Silas;Bracht;;Kiesweg;74;46399;Bocholt;02871/26127369;0168/9410604;;silas.22@spam-mail.none;;03.07.1935
339;Frau;;Angelina;Stahlschmidt;;Dorfwiese;35;80637;München;089/77291076;0168/9159091;;;;24.09.1989
340;Herr;;Ehrmut;Sosna;;Am Eckbusch;58;29229;Celle;05141/37513128;0164/3283069;;ehrmut_1924@xyz.none;;08.07.2015
341;Frau;;Annetrud;Schönleber;;Auf dem Hegekamp;40;54689;Daleiden;;0173/2613250;;annetrud-1928@web.none;nein;18.07.2003
342;Frau;;Heidelore;Bünger;02.06.1947;Montabaurer Straße;129;25436;Groß Nordende;;0179/4052432;;;;13.06.1954
343;Herr;;Eginhardt;Gerstenberg;22.05.1953;Am Hirsch;58;71120;Grafenau;07033/21551648;0172/7900587;;;;28.01.2006
344;Frau;Dr.;Marion;Krönert;;Niehoffs Blaike;13;25946;Wittdün;;0161/7434871;;marion.kroenert@hoster.none;;09.06.1978
345;Frau;;Lisbeth;Kutzner;;Fahrenberg;6;65439;Flörsheim am Main;;0156/1479354;;lisbeth-kutzner@spam-mail.none;;08.10.1958
346;Frau;;Saskia;Niedermaier;;Sonnenallee;156;91245;Simmelsdorf;09155/51754655;0178/5389800;;saskianiedermaier@trashmail.none;ja;29.07.1987
347;Herr;;Walther;Steenken;08.09.2002;Vogtei;107;79777;Ühlingen-Birkendorf;07743/15479266;0166/3896561;;w.steenken@funmail.none;;20.12.2017
348;Frau;;Priska;Burmester;;Moselufer;33;23869;Elmenhorst;04532/48997018;;;priska.90@company.none;ja;25.01.1991
349;Herr;;Bartho;Düring;;Erblandstraße;26;55469;Rayerschied;06761/66415531;0177/1887887;;bartho.2009@trashmail.none;;14.07.2009
350;Frau;;Liesegret;Flöter;;Kapellenweg;30;82444;Schlehdorf;08851/81386322;0158/1566253;;;;21.07.1977
351;Herr;;Joschua;Holl;22.06.2015;Thüringer Straße;186;85567;Grafing;08092/77136876;0157/1182555;;j.holl@bestmail.none;nein;18.04.2017
352;Herr;;Erhart;Hillert;03.04.1959;Freiherr-vom-Stein-Straße;137;54636;Eßlingen;06561/34800695;0177/5614560;;erhart-hillert@company.none;;12.10.1970
353;k.A.;;Heinzfried;Meßmer;31.10.1933;Effnerstraße;117;51491;Overath;02206/87357235;0152/9778338;;heinzfried-messmer@domain.none;;13.08.2015
354;Herr;;Ekhard;Dienst;;In der Rose;171;17139;Kummerow;03994/31586237;0159/3769435;;ekhard_dienst@retromail.none;;19.06.2019
355;Herr;;Levin;Sautter;;Golostraße;180;67165;Waldsee;06236/66449571;0154/5232064;;l.sautter@anymail.none;;25.07.2022
356;Frau;;Annegret;Puff;07.02.1935;Feuchtwangerweg;97;35099;Burgwald;06457/66865667;0165/7593086;;annegret.puff@mymail.none;;03.09.2025
357;Frau;;Rosemarie;Geßler;;Werderstraße;118;86987;Schwabsoien;;0157/2872967;;r-81@validmail.none;;03.07.1997
358;Herr;Prof.;Burckhard;Layer;;Gotenweg;131;24881;Nübel;04622/81626741;0179/2784270;;burckhard_layer@private.none;ja;08.04.1999
359;Herr;;Collin;Salomon;18.07.1984;Rathelbecker Weg;195;27624;Flögeln;;0175/9031807;;collin-1984@goggle-mail.none;;29.12.1984
360;Herr;;Raimund;Knodel;;Richthofenstraße;144;55758;Hettenrodt;06785/9789751;0152/9132788;;raimund_knodel@mymail.none;;08.10.2013
361;Herr;;Rainhard;Lischke;;Am Hammergraben;176;91634;Wilburgstetten;09853/62079851;;;rainhard-lischke@kitty.none;;22.08.1966
